circuit_basis,accuracy
Z_X,0.6052631578947368
X_Z,0.530373831775701
Y_Z,0.4574468085106383
Y_X,0.46265060240963857
X_X,0.538860103626943
Z_Z,0.36597938144329895
idle_Z,0.3463414634146341
idle_X,0.5371702637889688
